NAME OF RESTAURANT,CITY,COUNTRY CODE,DAY OF WEEK,START TIME HOUR,START TIME MINUTE,END TIME HOUR,END TIME MINUTE
Home Wok,Glasgow,GB,4,16,30,00,00
Home Wok,Glasgow,GB,5,16,30,00,00
Home Wok,Glasgow,GB,6,16,30,00,00
Homegrown Tap & Dough - Wash Park,Denver,US,0,11,00,22,00
Homegrown Tap & Dough - Wash Park,Denver,US,1,11,00,22,00
Homegrown Tap & Dough - Wash Park,Denver,US,2,11,00,22,00
Homegrown Tap & Dough - Wash Park,Denver,US,3,11,00,22,00
Homegrown Tap & Dough - Wash Park,Denver,US,4,11,00,22,00
Homegrown Tap & Dough - Wash Park,Denver,US,5,11,00,22,00
Homegrown Tap & Dough - Wash Park,Denver,US,6,11,00,22,00
Hometown Bar-B-Que,Brooklyn,US,1,12,00,22,00
Hometown Bar-B-Que,Brooklyn,US,2,12,00,22,00
Hometown Bar-B-Que,Brooklyn,US,3,12,00,22,00
Hometown Bar-B-Que,Brooklyn,US,4,12,00,23,00
Hometown Bar-B-Que,Brooklyn,US,5,12,00,23,00
Hometown Bar-B-Que,Brooklyn,US,6,12,00,21,00
Hometown Classic American Eats,Las Vegas,US,0,07,00,15,00
Hometown Classic American Eats,Las Vegas,US,1,07,00,15,00
Hometown Classic American Eats,Las Vegas,US,2,07,00,15,00
Hometown Classic American Eats,Las Vegas,US,3,07,00,15,00
Hometown Classic American Eats,Las Vegas,US,4,07,00,15,00
Hometown Classic American Eats,Las Vegas,US,5,07,00,15,00
Hometown Classic American Eats,Las Vegas,US,6,07,00,15,00
Hometown Noodle,San Jose,US,0,11,00,14,30
Hometown Noodle,San Jose,US,0,17,00,21,00
Hometown Noodle,San Jose,US,1,11,00,14,30
Hometown Noodle,San Jose,US,1,17,00,21,00
Hometown Noodle,San Jose,US,2,11,00,14,30
Hometown Noodle,San Jose,US,2,17,00,21,00
Hometown Noodle,San Jose,US,3,11,00,14,30
Hometown Noodle,San Jose,US,3,17,00,21,00
Hometown Noodle,San Jose,US,4,11,00,14,30
Hometown Noodle,San Jose,US,4,17,00,21,00
Hometown Noodle,San Jose,US,5,11,00,14,30
Hometown Noodle,San Jose,US,5,17,00,21,00
Hometown Noodle,San Jose,US,6,11,00,14,30
Hometown Noodle,San Jose,US,6,17,00,21,00
Honest Burgers,London,GB,0,11,30,23,00
Honest Burgers,London,GB,1,11,30,23,00
Honest Burgers,London,GB,2,11,30,23,00
Honest Burgers,London,GB,3,11,30,23,00
Honest Burgers,London,GB,4,11,30,23,00
Honest Burgers,London,GB,5,11,30,23,00
Honest Burgers,London,GB,6,11,30,22,00
Honest Burgers,London,GB,0,11,30,23,00
Honest Burgers,London,GB,1,11,30,23,00
Honest Burgers,London,GB,2,11,30,23,00
Honest Burgers,London,GB,3,11,30,23,00
Honest Burgers,London,GB,4,11,30,23,00
Honest Burgers,London,GB,5,11,30,23,00
Honest Burgers,London,GB,6,11,30,22,00
Honest Burgers,London,GB,0,12,00,16,00
Honest Burgers,London,GB,1,12,00,22,30
Honest Burgers,London,GB,2,12,00,22,30
Honest Burgers,London,GB,3,12,00,22,30
Honest Burgers,London,GB,4,11,30,22,30
Honest Burgers,London,GB,5,11,30,22,30
Honest Burgers,London,GB,6,11,30,22,00
Honest John's Bar & Grill,Detroit,US,0,07,00,02,00
Honest John's Bar & Grill,Detroit,US,1,07,00,02,00
Honest John's Bar & Grill,Detroit,US,2,07,00,02,00
Honest John's Bar & Grill,Detroit,US,3,07,00,02,00
Honest John's Bar & Grill,Detroit,US,4,07,00,02,00
Honest John's Bar & Grill,Detroit,US,5,07,00,02,00
Honest John's Bar & Grill,Detroit,US,6,09,00,02,00
Honey Bee La Colmena,Detroit,US,0,08,00,20,00
Honey Bee La Colmena,Detroit,US,1,08,00,20,00
Honey Bee La Colmena,Detroit,US,2,08,00,20,00
Honey Bee La Colmena,Detroit,US,3,08,00,20,00
Honey Bee La Colmena,Detroit,US,4,08,00,20,00
Honey Bee La Colmena,Detroit,US,5,08,00,20,00
Honey Bee La Colmena,Detroit,US,6,08,00,18,00
Honey Butter Fried Chicken,Chicago,US,1,11,00,21,00
Honey Butter Fried Chicken,Chicago,US,2,11,00,21,00
Honey Butter Fried Chicken,Chicago,US,3,11,00,21,00
Honey Butter Fried Chicken,Chicago,US,4,11,00,22,00
Honey Butter Fried Chicken,Chicago,US,5,10,00,22,00
Honey Butter Fried Chicken,Chicago,US,6,10,00,21,00
Honey Pig,Las Vegas,US,0,00,00,00,00
Honey Pig,Las Vegas,US,1,00,00,00,00
Honey Pig,Las Vegas,US,2,00,00,00,00
Honey Pig,Las Vegas,US,3,00,00,00,00
Honey Pig,Las Vegas,US,4,00,00,00,00
Honey Pig,Las Vegas,US,5,00,00,00,00
Honey Pig,Las Vegas,US,6,00,00,00,00
Honey Salt,Las Vegas,US,0,11,30,21,00
Honey Salt,Las Vegas,US,1,11,30,22,00
Honey Salt,Las Vegas,US,2,11,30,22,00
Honey Salt,Las Vegas,US,3,11,30,22,00
Honey Salt,Las Vegas,US,4,11,30,22,00
Honey Salt,Las Vegas,US,5,10,30,22,00
Honey Salt,Las Vegas,US,6,10,30,21,00
HoneyHole Sandwiches,Seattle,US,0,11,00,00,00
HoneyHole Sandwiches,Seattle,US,1,11,00,00,00
HoneyHole Sandwiches,Seattle,US,2,11,00,00,00
HoneyHole Sandwiches,Seattle,US,3,11,00,00,00
HoneyHole Sandwiches,Seattle,US,4,11,00,01,00
HoneyHole Sandwiches,Seattle,US,5,11,00,01,00
HoneyHole Sandwiches,Seattle,US,6,11,00,00,00
Honey's Restaurant,San Jose,US,1,10,00,20,00
Honey's Restaurant,San Jose,US,2,10,00,20,00
Honey's Restaurant,San Jose,US,3,10,00,20,00
Honey's Restaurant,San Jose,US,4,10,00,20,00
Honey's Restaurant,San Jose,US,5,09,00,20,00
Honey's Restaurant,San Jose,US,6,09,00,20,00
Hong Kong Barbecue,Denver,US,0,10,30,21,30
Hong Kong Barbecue,Denver,US,1,10,30,21,30
Hong Kong Barbecue,Denver,US,3,10,30,21,30
Hong Kong Barbecue,Denver,US,4,10,00,22,00
Hong Kong Barbecue,Denver,US,5,10,00,22,00
Hong Kong Barbecue,Denver,US,6,10,00,21,30
Hong Kong Eatery,Boston,US,0,09,00,22,30
Hong Kong Eatery,Boston,US,1,09,00,22,30
Hong Kong Eatery,Boston,US,2,09,00,22,30
Hong Kong Eatery,Boston,US,3,09,00,22,30
Hong Kong Eatery,Boston,US,4,09,00,22,30
Hong Kong Eatery,Boston,US,5,09,00,22,30
Hong Kong Eatery,Boston,US,6,09,00,22,30
Hong Kong Garden Restaurant,San Jose,US,1,11,00,21,00
Hong Kong Garden Restaurant,San Jose,US,2,11,00,21,00
Hong Kong Garden Restaurant,San Jose,US,3,11,00,21,00
Hong Kong Garden Restaurant,San Jose,US,4,11,00,22,00
Hong Kong Garden Restaurant,San Jose,US,5,11,00,22,00
Hong Kong Garden Restaurant,San Jose,US,6,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,0,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,1,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,2,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,3,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,4,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,5,11,00,21,00
Hong Kong Kitchen 3,Phoenix,US,6,11,00,21,00
Honor Food,Brisbane,AU,0,06,00,15,00
Honor Food,Brisbane,AU,1,06,00,15,00
Honor Food,Brisbane,AU,2,06,00,15,00
Honor Food,Brisbane,AU,3,06,00,15,00
Honor Food,Brisbane,AU,4,06,00,15,00
Honor Food,Brisbane,AU,5,06,00,15,00
Honor Food,Brisbane,AU,6,06,00,15,00
Honor Society Handcrafted Eatery,Denver,US,0,07,00,21,00
Honor Society Handcrafted Eatery,Denver,US,1,07,00,21,00
Honor Society Handcrafted Eatery,Denver,US,2,07,00,21,00
Honor Society Handcrafted Eatery,Denver,US,3,07,00,21,00
Honor Society Handcrafted Eatery,Denver,US,4,07,00,21,00
Honor Society Handcrafted Eatery,Denver,US,5,10,00,15,00
Hooked,Glasgow,GB,0,12,00,22,30
Hooked,Glasgow,GB,1,12,00,22,30
Hooked,Glasgow,GB,2,12,00,22,30
Hooked,Glasgow,GB,3,12,00,22,30
Hooked,Glasgow,GB,4,12,00,23,00
Hooked,Glasgow,GB,5,12,00,23,00
Hooked,Glasgow,GB,6,17,30,23,00
Hooverville Bar,Seattle,US,0,14,00,02,00
Hooverville Bar,Seattle,US,1,14,00,02,00
Hooverville Bar,Seattle,US,2,14,00,02,00
Hooverville Bar,Seattle,US,3,14,00,02,00
Hooverville Bar,Seattle,US,4,14,00,02,00
Hooverville Bar,Seattle,US,5,14,00,02,00
Hooverville Bar,Seattle,US,6,14,00,02,00
HopCat,Detroit,US,0,11,00,00,00
HopCat,Detroit,US,1,11,00,00,00
HopCat,Detroit,US,2,11,00,00,00
HopCat,Detroit,US,3,11,00,02,00
HopCat,Detroit,US,4,11,00,02,00
HopCat,Detroit,US,5,11,00,02,00
HopCat,Detroit,US,6,10,00,00,00
Hopdoddy Burger Bar,Denver,US,0,11,00,22,00
Hopdoddy Burger Bar,Denver,US,1,11,00,22,00
Hopdoddy Burger Bar,Denver,US,2,11,00,22,00
Hopdoddy Burger Bar,Denver,US,3,11,00,22,00
Hopdoddy Burger Bar,Denver,US,4,11,00,23,00
Hopdoddy Burger Bar,Denver,US,5,11,00,23,00
Hopdoddy Burger Bar,Denver,US,6,11,00,22,00
Hopdoddy Burger Bar,Houston,US,0,11,00,22,00
Hopdoddy Burger Bar,Houston,US,1,11,00,22,00
Hopdoddy Burger Bar,Houston,US,2,11,00,22,00
Hopdoddy Burger Bar,Houston,US,3,11,00,22,00
Hopdoddy Burger Bar,Houston,US,4,11,00,23,00
Hopdoddy Burger Bar,Houston,US,5,11,00,23,00
Hopdoddy Burger Bar,Houston,US,6,11,00,22,00
Hopdoddy Burger Bar,Phoenix,US,0,11,00,22,00
Hopdoddy Burger Bar,Phoenix,US,1,11,00,22,00
Hopdoddy Burger Bar,Phoenix,US,2,11,00,22,00
Hopdoddy Burger Bar,Phoenix,US,3,11,00,22,00
Hopdoddy Burger Bar,Phoenix,US,4,11,00,23,00
Hopdoddy Burger Bar,Phoenix,US,5,11,00,23,00
Hopdoddy Burger Bar,Phoenix,US,6,11,00,22,00
Hope & Anchor,Liverpool,GB,0,10,00,00,00
Hope & Anchor,Liverpool,GB,1,10,00,00,00
Hope & Anchor,Liverpool,GB,2,10,00,00,00
Hope & Anchor,Liverpool,GB,3,10,00,00,00
Hope & Anchor,Liverpool,GB,4,10,00,00,00
Hope & Anchor,Liverpool,GB,5,10,00,00,00
Hope & Anchor,Liverpool,GB,6,11,00,23,00
Hopetoun Tea Rooms,Melbourne,AU,0,08,00,17,00
Hopetoun Tea Rooms,Melbourne,AU,1,08,00,17,00
Hopetoun Tea Rooms,Melbourne,AU,2,08,00,17,00
Hopetoun Tea Rooms,Melbourne,AU,3,08,00,17,00
Hopetoun Tea Rooms,Melbourne,AU,4,08,00,17,00
Hopetoun Tea Rooms,Melbourne,AU,5,08,00,17,00
Hopetoun Tea Rooms,Melbourne,AU,6,09,00,17,00
Hopewell Bar & Kitchen,Boston,US,0,11,30,02,00
Hopewell Bar & Kitchen,Boston,US,1,11,30,02,00
Hopewell Bar & Kitchen,Boston,US,2,11,30,02,00
Hopewell Bar & Kitchen,Boston,US,3,11,30,02,00
Hopewell Bar & Kitchen,Boston,US,4,11,30,02,00
Hopewell Bar & Kitchen,Boston,US,5,10,00,02,00
Hopewell Bar & Kitchen,Boston,US,6,10,00,02,00
Hops & Hominy,San Francisco,US,0,16,00,22,00
Hops & Hominy,San Francisco,US,1,16,00,22,00
Hops & Hominy,San Francisco,US,2,16,00,22,00
Hops & Hominy,San Francisco,US,3,16,00,23,00
Hops & Hominy,San Francisco,US,4,16,00,23,00
Hops & Hominy,San Francisco,US,5,17,00,23,00
Hops & Pie,Denver,US,1,11,30,22,00
Hops & Pie,Denver,US,2,11,30,22,00
Hops & Pie,Denver,US,3,11,30,22,00
Hops & Pie,Denver,US,4,11,30,23,00
Hops & Pie,Denver,US,5,12,00,23,00
Hops & Pie,Denver,US,6,14,00,21,00
Hops Scotch & Beans,Brisbane,AU,0,07,00,15,00
Hops Scotch & Beans,Brisbane,AU,1,07,00,15,00
Hops Scotch & Beans,Brisbane,AU,2,07,00,15,00
Hops Scotch & Beans,Brisbane,AU,3,07,00,15,00
Hops Scotch & Beans,Brisbane,AU,4,07,00,15,00
Hops Scotch & Beans,Brisbane,AU,5,07,00,15,00
Hops Scotch & Beans,Brisbane,AU,6,08,00,13,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,0,08,00,23,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,1,08,00,23,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,2,08,00,23,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,3,08,00,23,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,4,08,00,01,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,5,08,00,01,00
Hopskotch Street Kitchen & Bar,Liverpool,GB,6,08,00,23,00
Horn Please,Glasgow,GB,1,17,00,22,00
Horn Please,Glasgow,GB,2,17,00,22,00
Horn Please,Glasgow,GB,3,17,00,22,00
Horn Please,Glasgow,GB,4,17,00,22,00
Horn Please,Glasgow,GB,5,14,00,23,00
Horn Please,Glasgow,GB,6,14,00,22,00
Hot and Hot Fish Club,Birmingham,US,1,17,30,22,00
Hot and Hot Fish Club,Birmingham,US,2,17,30,22,00
Hot and Hot Fish Club,Birmingham,US,3,17,30,22,00
Hot and Hot Fish Club,Birmingham,US,4,17,30,22,00
Hot and Hot Fish Club,Birmingham,US,5,17,30,22,00
Hot Breads,Houston,US,0,10,30,22,00
Hot Breads,Houston,US,1,10,30,22,00
Hot Breads,Houston,US,2,10,30,22,00
Hot Breads,Houston,US,3,10,30,22,00
Hot Breads,Houston,US,4,10,00,22,30
Hot Breads,Houston,US,5,10,00,22,30
Hot Breads,Houston,US,6,10,30,22,00
Hot Chillis,Liverpool,GB,0,12,00,03,00
Hot Chillis,Liverpool,GB,1,12,00,03,00
Hot Chillis,Liverpool,GB,2,12,00,03,00
Hot Chillis,Liverpool,GB,3,12,00,03,00
Hot Chillis,Liverpool,GB,4,12,00,03,00
Hot Chillis,Liverpool,GB,5,12,00,03,00
Hot Chillis,Liverpool,GB,6,12,00,03,00
Hot Eastern,Boston,US,0,10,00,22,00
Hot Eastern,Boston,US,1,10,00,22,00
Hot Eastern,Boston,US,2,10,00,22,00
Hot Eastern,Boston,US,3,10,00,22,00
Hot Eastern,Boston,US,4,10,00,22,00
Hot Eastern,Boston,US,5,10,00,22,00
Hot Eastern,Boston,US,6,10,00,22,00
Hot N Juicy Crawfish,Las Vegas,US,0,12,00,22,00
Hot N Juicy Crawfish,Las Vegas,US,1,12,00,22,00
Hot N Juicy Crawfish,Las Vegas,US,2,12,00,22,00
Hot N Juicy Crawfish,Las Vegas,US,3,12,00,22,00
Hot N Juicy Crawfish,Las Vegas,US,4,12,00,23,00
Hot N Juicy Crawfish,Las Vegas,US,5,12,00,23,00
Hot N Juicy Crawfish,Las Vegas,US,6,12,00,22,00
Hot N Juicy Crawfish,Washington,US,0,12,00,22,00
Hot N Juicy Crawfish,Washington,US,1,12,00,22,00
Hot N Juicy Crawfish,Washington,US,2,12,00,22,00
Hot N Juicy Crawfish,Washington,US,3,12,00,22,00
Hot N Juicy Crawfish,Washington,US,4,12,00,23,00
Hot N Juicy Crawfish,Washington,US,5,12,00,23,00
Hot N Juicy Crawfish,Washington,US,6,12,00,22,00
Hot 'n' Tender,Liverpool,GB,0,09,00,17,00
Hot 'n' Tender,Liverpool,GB,1,10,00,17,00
Hot 'n' Tender,Liverpool,GB,2,10,00,17,00
Hot 'n' Tender,Liverpool,GB,3,10,00,17,00
Hot 'n' Tender,Liverpool,GB,4,10,00,17,00
Hot 'n' Tender,Liverpool,GB,5,10,00,17,00
Hot 'n' Tender,Liverpool,GB,6,10,00,17,00
Hot Pot Buffet,Boston,US,0,11,00,02,00
Hot Pot Buffet,Boston,US,1,11,00,02,00
Hot Pot Buffet,Boston,US,2,11,00,02,00
Hot Pot Buffet,Boston,US,3,11,00,02,00
Hot Pot Buffet,Boston,US,4,11,00,02,00
Hot Pot Buffet,Boston,US,5,11,00,02,00
Hot Pot Buffet,Boston,US,6,11,00,02,00
Hot Sauce and Panko,San Francisco,US,2,11,30,19,00
Hot Sauce and Panko,San Francisco,US,3,11,30,19,00
Hot Sauce and Panko,San Francisco,US,4,11,30,19,00
Hot Sauce and Panko,San Francisco,US,5,11,30,19,00
Hot Sauce and Panko,San Francisco,US,6,11,30,17,00
Hot Star Large Fried Chicken,Melbourne,AU,0,11,00,23,00
Hot Star Large Fried Chicken,Melbourne,AU,1,11,00,23,00
Hot Star Large Fried Chicken,Melbourne,AU,2,11,00,23,00
Hot Star Large Fried Chicken,Melbourne,AU,3,11,00,23,00
Hot Star Large Fried Chicken,Melbourne,AU,4,11,00,23,00
Hot Star Large Fried Chicken,Melbourne,AU,5,11,00,23,00
Hot Star Large Fried Chicken,Melbourne,AU,6,11,00,23,00
Hot Star Large Fried Chicken,Perth,AU,0,11,00,20,00
Hot Star Large Fried Chicken,Perth,AU,1,11,00,20,00
Hot Star Large Fried Chicken,Perth,AU,2,11,00,20,00
Hot Star Large Fried Chicken,Perth,AU,3,11,00,20,00
Hot Star Large Fried Chicken,Perth,AU,4,11,00,21,00
Hot Star Large Fried Chicken,Perth,AU,5,11,00,20,00
Hot Star Large Fried Chicken,Perth,AU,6,11,00,18,00
Hot Star Large Fried Chicken,Sydney,AU,0,11,00,00,00
Hot Star Large Fried Chicken,Sydney,AU,1,11,00,00,00
Hot Star Large Fried Chicken,Sydney,AU,2,11,00,00,00
Hot Star Large Fried Chicken,Sydney,AU,3,11,00,00,00
Hot Star Large Fried Chicken,Sydney,AU,4,11,00,02,00
Hot Star Large Fried Chicken,Sydney,AU,5,11,00,02,00
Hot Star Large Fried Chicken,Sydney,AU,6,11,00,00,00
Hot Stuff,London,GB,1,12,00,22,00
Hot Stuff,London,GB,2,12,00,22,00
Hot Stuff,London,GB,3,12,00,22,00
Hot Stuff,London,GB,4,12,00,22,00
Hot Stuff,London,GB,5,13,00,22,00
Hot Stuff,London,GB,6,17,00,22,00
Hot Taco,Detroit,US,0,11,00,02,00
Hot Taco,Detroit,US,1,11,00,02,00
Hot Taco,Detroit,US,2,11,00,02,00
Hot Taco,Detroit,US,3,11,00,02,00
Hot Taco,Detroit,US,4,11,00,02,00
Hot Taco,Detroit,US,5,11,00,02,00
Hot Taco,Detroit,US,6,11,00,02,00
Hot Toppings Pizza,Houston,US,0,11,00,22,00
Hot Toppings Pizza,Houston,US,1,11,00,22,00
Hot Toppings Pizza,Houston,US,2,11,00,22,00
Hot Toppings Pizza,Houston,US,3,11,00,22,00
Hot Toppings Pizza,Houston,US,4,11,00,22,00
Hot Toppings Pizza,Houston,US,5,11,00,22,00
Hot Toppings Pizza,Houston,US,6,11,00,22,00
HotBox,London,GB,1,12,00,15,00
HotBox,London,GB,1,18,00,23,00
HotBox,London,GB,2,12,00,15,00
HotBox,London,GB,2,18,00,23,00
HotBox,London,GB,3,12,00,15,00
HotBox,London,GB,3,18,00,23,00
HotBox,London,GB,4,12,00,15,00
HotBox,London,GB,4,18,00,00,00
HotBox,London,GB,5,11,30,15,30
HotBox,London,GB,5,18,00,00,00
HotBox,London,GB,6,11,30,16,00
Hotel Sweeney's,Sydney,AU,0,09,00,03,00
Hotel Sweeney's,Sydney,AU,1,09,00,03,00
Hotel Sweeney's,Sydney,AU,2,09,00,03,00
Hotel Sweeney's,Sydney,AU,3,09,00,03,00
Hotel Sweeney's,Sydney,AU,4,09,00,03,00
Hotel Sweeney's,Sydney,AU,5,09,00,03,00
Hotel Sweeney's,Sydney,AU,6,10,00,00,00
Hotpot First Shabu,San Jose,US,0,11,30,14,00
Hotpot First Shabu,San Jose,US,0,17,30,21,00
Hotpot First Shabu,San Jose,US,1,11,30,14,00
Hotpot First Shabu,San Jose,US,1,17,30,21,00
Hotpot First Shabu,San Jose,US,2,11,30,14,00
Hotpot First Shabu,San Jose,US,2,17,30,21,00
Hotpot First Shabu,San Jose,US,3,11,30,14,00
Hotpot First Shabu,San Jose,US,3,17,30,21,00
Hotpot First Shabu,San Jose,US,4,11,30,14,00
Hotpot First Shabu,San Jose,US,4,17,30,21,00
Hotpot First Shabu,San Jose,US,5,11,30,21,00
Hotpot First Shabu,San Jose,US,6,11,30,21,00
House For An Art Lover,Glasgow,GB,0,10,00,17,00
House For An Art Lover,Glasgow,GB,1,10,00,17,00
House For An Art Lover,Glasgow,GB,2,10,00,17,00
House For An Art Lover,Glasgow,GB,3,10,00,17,00
House For An Art Lover,Glasgow,GB,4,10,00,17,00
House For An Art Lover,Glasgow,GB,5,10,00,17,00
House For An Art Lover,Glasgow,GB,6,10,00,17,00
House of Bowls,Houston,US,0,11,00,22,00
House of Bowls,Houston,US,1,11,00,22,00
House of Bowls,Houston,US,2,11,00,22,00
House of Bowls,Houston,US,3,11,00,22,00
House of Bowls,Houston,US,4,11,00,23,00
House of Bowls,Houston,US,5,11,00,23,00
House of Bowls,Houston,US,6,11,00,22,00
House of Fries,Houston,US,0,10,00,16,00
House of Fries,Houston,US,1,10,00,16,00
House of Fries,Houston,US,2,10,00,16,00
House of Fries,Houston,US,3,10,00,16,00
House of Fries,Houston,US,4,07,00,16,00
House of Fries,Houston,US,5,07,00,16,00
House of Kabob,Houston,US,0,11,00,22,00
House of Kabob,Houston,US,1,11,00,22,00
House of Kabob,Houston,US,2,11,00,22,00
House of Kabob,Houston,US,3,11,00,22,00
House of Kabob,Houston,US,4,11,00,22,00
House of Kabob,Houston,US,5,11,00,22,00
House of Kabob,Houston,US,6,11,00,22,00
House of Pho,San Jose,US,0,10,00,21,00
House of Pho,San Jose,US,1,10,00,21,00
House of Pho,San Jose,US,2,10,00,21,00
House of Pho,San Jose,US,3,10,00,21,00
House of Pho,San Jose,US,4,10,00,21,00
House of Pho,San Jose,US,5,10,00,21,00
House of Pho,San Jose,US,6,10,00,21,00
House of Siam,Boston,US,0,11,30,22,00
House of Siam,Boston,US,1,11,30,22,00
House of Siam,Boston,US,2,11,30,22,00
House of Siam,Boston,US,3,11,30,22,00
House of Siam,Boston,US,4,11,30,23,00
House of Siam,Boston,US,5,12,00,23,00
House of Siam,Boston,US,6,12,00,22,00
House of Small Wonder,Brooklyn,US,0,08,00,19,00
House of Small Wonder,Brooklyn,US,1,08,00,19,00
House of Small Wonder,Brooklyn,US,2,08,00,19,00
House of Small Wonder,Brooklyn,US,3,08,00,19,00
House of Small Wonder,Brooklyn,US,4,08,00,17,00
House of Small Wonder,Brooklyn,US,5,10,00,17,00
House of Small Wonder,Brooklyn,US,6,10,00,18,00
Houston Panini & Provisions,Houston,US,0,10,00,17,00
Houston Panini & Provisions,Houston,US,1,10,00,17,00
Houston Panini & Provisions,Houston,US,2,10,00,17,00
Houston Panini & Provisions,Houston,US,3,10,00,17,00
Houston Panini & Provisions,Houston,US,4,10,00,17,00
Houston Panini & Provisions,Houston,US,5,10,00,15,00
Houston Panini & Provisions,Houston,US,6,10,00,15,00
Houston's Famous Deli,Houston,US,0,10,00,15,00
Houston's Famous Deli,Houston,US,1,10,00,15,00
Houston's Famous Deli,Houston,US,2,10,00,15,00
Houston's Famous Deli,Houston,US,3,10,00,15,00
Houston's Famous Deli,Houston,US,4,10,00,15,00
Houston's Famous Deli,Houston,US,5,10,00,17,00
Houston's Restaurant,Houston,US,0,11,00,21,30
Houston's Restaurant,Houston,US,1,11,00,21,30
Houston's Restaurant,Houston,US,2,11,00,21,30
Houston's Restaurant,Houston,US,3,11,00,21,30
Houston's Restaurant,Houston,US,4,11,00,22,00
Houston's Restaurant,Houston,US,5,11,00,22,00
Houston's Restaurant,Houston,US,6,11,00,21,30
Houston's Restaurant,Houston,US,0,11,00,21,30
Houston's Restaurant,Houston,US,1,11,00,21,30
Houston's Restaurant,Houston,US,2,11,00,21,30
Houston's Restaurant,Houston,US,3,11,00,21,30
Houston's Restaurant,Houston,US,4,11,00,22,00
Houston's Restaurant,Houston,US,5,11,00,22,00
Houston's Restaurant,Houston,US,6,11,00,21,30
How To Cook a Wolf,Seattle,US,0,17,00,23,00
How To Cook a Wolf,Seattle,US,1,17,00,23,00
How To Cook a Wolf,Seattle,US,2,17,00,23,00
How To Cook a Wolf,Seattle,US,3,17,00,23,00
How To Cook a Wolf,Seattle,US,4,17,00,23,00
How To Cook a Wolf,Seattle,US,5,17,00,23,00
How To Cook a Wolf,Seattle,US,6,17,00,23,00
Hoxton Grill,London,GB,0,07,00,00,00
Hoxton Grill,London,GB,1,07,00,00,00
Hoxton Grill,London,GB,2,07,00,00,00
Hoxton Grill,London,GB,3,07,00,00,00
Hoxton Grill,London,GB,4,07,00,00,00
Hoxton Grill,London,GB,5,07,00,00,00
Hoxton Grill,London,GB,6,07,00,00,00
HQ Howard Quintero,Chicago,US,0,17,00,22,00
HQ Howard Quintero,Chicago,US,2,17,00,22,00
HQ Howard Quintero,Chicago,US,3,17,00,22,00
HQ Howard Quintero,Chicago,US,4,17,00,22,00
HQ Howard Quintero,Chicago,US,5,10,00,15,00
HQ Howard Quintero,Chicago,US,5,17,00,22,00
HQ Howard Quintero,Chicago,US,6,10,00,15,00
HQ Howard Quintero,Chicago,US,6,17,00,22,00
Hubbard & Bell,London,GB,0,07,00,02,00
Hubbard & Bell,London,GB,1,07,00,02,00
Hubbard & Bell,London,GB,2,07,00,02,00
Hubbard & Bell,London,GB,3,07,00,02,00
Hubbard & Bell,London,GB,4,07,00,02,00
Hubbard & Bell,London,GB,5,08,00,02,00
Hubbard & Bell,London,GB,6,08,00,00,00
Hubcap Grill,Houston,US,0,11,00,15,00
Hubcap Grill,Houston,US,1,11,00,15,00
Hubcap Grill,Houston,US,2,11,00,15,00
Hubcap Grill,Houston,US,3,11,00,15,00
Hubcap Grill,Houston,US,4,11,00,15,00
Hubcap Grill,Houston,US,5,11,00,15,00
Hubee D's,Charlotte,US,0,11,00,21,00
Hubee D's,Charlotte,US,1,11,00,21,00
Hubee D's,Charlotte,US,2,11,00,21,00
Hubee D's,Charlotte,US,3,11,00,21,00
Hubee D's,Charlotte,US,4,11,00,21,00
Hubee D's,Charlotte,US,5,11,00,21,00
Hubee D's,Charlotte,US,6,11,00,21,00
Hudson,Seattle,US,0,07,00,23,00
Hudson,Seattle,US,1,07,00,23,00
Hudson,Seattle,US,2,07,00,23,00
Hudson,Seattle,US,3,07,00,23,00
Hudson,Seattle,US,4,07,00,23,00
Hudson,Seattle,US,5,08,00,23,00
Hudson,Seattle,US,6,08,00,15,00
Hue Ky Mi Gia,Seattle,US,0,10,00,21,00
Hue Ky Mi Gia,Seattle,US,1,10,00,21,00
Hue Ky Mi Gia,Seattle,US,2,10,00,21,00
Hue Ky Mi Gia,Seattle,US,3,10,00,21,00
Hue Ky Mi Gia,Seattle,US,4,10,00,21,00
Hue Ky Mi Gia,Seattle,US,5,10,00,21,00
Hue Ky Mi Gia,Seattle,US,6,10,00,21,00
Hughie's,Houston,US,0,11,00,22,00
Hughie's,Houston,US,1,11,00,22,00
Hughie's,Houston,US,2,11,00,22,00
Hughie's,Houston,US,3,11,00,22,00
Hughie's,Houston,US,4,11,00,00,00
Hughie's,Houston,US,5,11,00,00,00
Hugo's,Houston,US,0,11,00,22,00
Hugo's,Houston,US,1,11,00,22,00
Hugo's,Houston,US,2,11,00,22,00
