NAME OF RESTAURANT,CITY,COUNTRY CODE,DAY OF WEEK,START TIME HOUR,START TIME MINUTE,END TIME HOUR,END TIME MINUTE
Hugo's,Houston,US,3,11,00,22,00
Hugo's,Houston,US,4,11,00,23,00
Hugo's,Houston,US,5,11,00,23,00
Hugo's,Houston,US,6,10,00,21,00
Hukilau,San Jose,US,1,11,00,14,00
Hukilau,San Jose,US,1,17,00,21,00
Hukilau,San Jose,US,2,11,00,14,00
Hukilau,San Jose,US,2,17,00,21,00
Hukilau,San Jose,US,3,11,00,14,00
Hukilau,San Jose,US,3,17,00,21,00
Hukilau,San Jose,US,4,11,00,14,00
Hukilau,San Jose,US,4,17,00,22,00
Hukilau,San Jose,US,5,11,00,14,30
Hukilau,San Jose,US,5,17,00,22,00
Hukilau,San Jose,US,6,11,00,14,30
Hukilau,San Jose,US,6,17,00,21,00
Hula's Modern Tiki,Phoenix,US,0,11,00,22,00
Hula's Modern Tiki,Phoenix,US,1,11,00,23,00
Hula's Modern Tiki,Phoenix,US,2,11,00,23,00
Hula's Modern Tiki,Phoenix,US,3,11,00,23,00
Hula's Modern Tiki,Phoenix,US,4,11,00,00,00
Hula's Modern Tiki,Phoenix,US,5,10,30,00,00
Hula's Modern Tiki,Phoenix,US,6,10,30,22,00
Humble Pie,Seattle,US,1,11,00,21,00
Humble Pie,Seattle,US,2,11,00,21,00
Humble Pie,Seattle,US,3,11,00,21,00
Humble Pie,Seattle,US,4,11,00,21,00
Humble Pie,Seattle,US,5,12,00,21,00
Humble Pie,Seattle,US,6,12,00,21,00
Humboldt Farm - Fish - Wine,Denver,US,0,11,00,22,00
Humboldt Farm - Fish - Wine,Denver,US,1,11,00,22,00
Humboldt Farm - Fish - Wine,Denver,US,2,11,00,22,00
Humboldt Farm - Fish - Wine,Denver,US,3,11,00,22,00
Humboldt Farm - Fish - Wine,Denver,US,4,11,00,23,00
Humboldt Farm - Fish - Wine,Denver,US,5,11,00,23,00
Humboldt Farm - Fish - Wine,Denver,US,6,10,00,16,00
Humboldt Farm - Fish - Wine,Denver,US,6,17,00,21,00
Hummus Bros,London,GB,0,08,30,21,00
Hummus Bros,London,GB,1,08,30,21,00
Hummus Bros,London,GB,2,08,30,21,00
Hummus Bros,London,GB,3,08,30,21,00
Hummus Bros,London,GB,4,08,30,21,00
Hummus Bros,London,GB,5,12,00,17,00
Hummus Bros,London,GB,0,08,30,22,00
Hummus Bros,London,GB,1,08,30,22,00
Hummus Bros,London,GB,2,08,30,22,00
Hummus Bros,London,GB,3,08,30,22,00
Hummus Bros,London,GB,4,08,30,22,00
Hummus Bros,London,GB,5,12,00,22,00
Hummus Bros,London,GB,6,12,00,21,00
Hunan Impression,San Jose,US,0,11,00,14,30
Hunan Impression,San Jose,US,0,17,00,21,30
Hunan Impression,San Jose,US,1,11,00,14,30
Hunan Impression,San Jose,US,1,17,00,21,30
Hunan Impression,San Jose,US,2,11,00,14,30
Hunan Impression,San Jose,US,2,17,00,21,30
Hunan Impression,San Jose,US,3,11,00,14,30
Hunan Impression,San Jose,US,3,17,00,21,30
Hunan Impression,San Jose,US,4,11,00,14,30
Hunan Impression,San Jose,US,4,17,00,22,00
Hunan Impression,San Jose,US,5,11,00,15,00
Hunan Impression,San Jose,US,5,17,00,22,00
Hunan Impression,San Jose,US,6,11,00,15,00
Hunan Impression,San Jose,US,6,17,00,21,00
Hunan Taste Restaurant,San Jose,US,0,11,00,14,30
Hunan Taste Restaurant,San Jose,US,0,16,30,20,30
Hunan Taste Restaurant,San Jose,US,1,11,00,14,30
Hunan Taste Restaurant,San Jose,US,1,16,30,20,30
Hunan Taste Restaurant,San Jose,US,2,11,00,14,30
Hunan Taste Restaurant,San Jose,US,2,16,30,20,30
Hunan Taste Restaurant,San Jose,US,3,11,00,14,30
Hunan Taste Restaurant,San Jose,US,3,16,30,20,30
Hunan Taste Restaurant,San Jose,US,4,11,00,14,30
Hunan Taste Restaurant,San Jose,US,4,16,30,20,30
Hunan Taste Restaurant,San Jose,US,5,11,00,20,30
Hundred Acre Bar,Brisbane,AU,0,07,00,18,00
Hundred Acre Bar,Brisbane,AU,1,07,00,18,00
Hundred Acre Bar,Brisbane,AU,2,07,00,21,00
Hundred Acre Bar,Brisbane,AU,3,07,00,21,00
Hundred Acre Bar,Brisbane,AU,4,07,00,21,00
Hundred Acre Bar,Brisbane,AU,5,08,00,21,00
Hundred Acre Bar,Brisbane,AU,6,08,00,18,00
Hungry's,Houston,US,0,11,00,22,00
Hungry's,Houston,US,1,11,00,22,00
Hungry's,Houston,US,2,11,00,22,00
Hungry's,Houston,US,3,11,00,22,00
Hungry's,Houston,US,4,11,00,22,00
Hungry's,Houston,US,5,09,00,22,00
Hungry's,Houston,US,6,09,00,22,00
Hunky Dory,Houston,US,0,11,00,15,00
Hunky Dory,Houston,US,0,17,00,22,00
Hunky Dory,Houston,US,1,11,00,15,00
Hunky Dory,Houston,US,1,17,00,22,00
Hunky Dory,Houston,US,2,11,00,15,00
Hunky Dory,Houston,US,2,17,00,22,00
Hunky Dory,Houston,US,3,11,00,15,00
Hunky Dory,Houston,US,3,17,00,22,00
Hunky Dory,Houston,US,4,11,00,15,00
Hunky Dory,Houston,US,4,17,00,23,00
Hunky Dory,Houston,US,5,10,00,15,00
Hunky Dory,Houston,US,5,17,00,23,00
Hunky Dory,Houston,US,6,10,00,15,00
Hunky Dory,Houston,US,6,17,00,21,00
Hunter & Barrel,Sydney,AU,0,12,00,22,00
Hunter & Barrel,Sydney,AU,1,12,00,22,00
Hunter & Barrel,Sydney,AU,2,12,00,22,00
Hunter & Barrel,Sydney,AU,3,12,00,22,00
Hunter & Barrel,Sydney,AU,4,12,00,22,30
Hunter & Barrel,Sydney,AU,5,12,00,22,30
Hunter & Barrel,Sydney,AU,6,12,00,22,00
Hunters Kitchen & Bar,Melbourne,AU,0,07,00,23,00
Hunters Kitchen & Bar,Melbourne,AU,1,07,00,23,00
Hunters Kitchen & Bar,Melbourne,AU,2,07,00,23,00
Hunters Kitchen & Bar,Melbourne,AU,3,07,00,23,00
Hunters Kitchen & Bar,Melbourne,AU,4,07,00,23,00
Hunters Kitchen & Bar,Melbourne,AU,5,07,00,23,00
Huong Lan Sandwich,San Jose,US,0,06,00,20,00
Huong Lan Sandwich,San Jose,US,1,06,00,20,00
Huong Lan Sandwich,San Jose,US,2,06,00,20,00
Huong Lan Sandwich,San Jose,US,3,06,00,20,00
Huong Lan Sandwich,San Jose,US,4,06,00,20,00
Huong Lan Sandwich,San Jose,US,5,06,00,20,00
Huong Lan Sandwich,San Jose,US,6,06,00,20,00
Huong Restaurant,San Jose,US,1,10,00,21,00
Huong Restaurant,San Jose,US,2,10,00,21,00
Huong Restaurant,San Jose,US,3,10,00,21,00
Huong Restaurant,San Jose,US,4,09,30,22,00
Huong Restaurant,San Jose,US,5,09,30,22,00
Huong Restaurant,San Jose,US,6,09,30,21,30
Huron Room,Detroit,US,0,15,00,22,00
Huron Room,Detroit,US,1,15,00,22,00
Huron Room,Detroit,US,2,15,00,22,00
Huron Room,Detroit,US,3,15,00,22,00
Huron Room,Detroit,US,4,11,00,23,00
Huron Room,Detroit,US,5,11,00,23,00
Huron Room,Detroit,US,6,11,00,22,00
Hutch & Spoon,Denver,US,0,07,00,16,00
Hutch & Spoon,Denver,US,1,07,00,16,00
Hutch & Spoon,Denver,US,2,07,00,16,00
Hutch & Spoon,Denver,US,3,07,00,16,00
Hutch & Spoon,Denver,US,4,07,00,16,00
Hutch & Spoon,Denver,US,5,08,00,14,00
Hutong Dumpling Bar,Melbourne,AU,0,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,0,17,30,22,30
Hutong Dumpling Bar,Melbourne,AU,1,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,1,17,30,22,30
Hutong Dumpling Bar,Melbourne,AU,2,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,2,17,30,22,30
Hutong Dumpling Bar,Melbourne,AU,3,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,3,17,30,22,30
Hutong Dumpling Bar,Melbourne,AU,4,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,4,17,30,23,30
Hutong Dumpling Bar,Melbourne,AU,5,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,5,17,30,23,30
Hutong Dumpling Bar,Melbourne,AU,6,11,00,15,00
Hutong Dumpling Bar,Melbourne,AU,6,17,30,22,30
Huynh Restaurant,Houston,US,0,11,00,21,00
Huynh Restaurant,Houston,US,1,11,00,21,00
Huynh Restaurant,Houston,US,2,11,00,21,00
Huynh Restaurant,Houston,US,3,11,00,21,00
Huynh Restaurant,Houston,US,4,11,00,22,00
Huynh Restaurant,Houston,US,5,11,00,22,00
Hwaro Korean Barbecue,Melbourne,AU,0,17,00,22,30
Hwaro Korean Barbecue,Melbourne,AU,1,17,00,22,30
Hwaro Korean Barbecue,Melbourne,AU,2,17,00,22,30
Hwaro Korean Barbecue,Melbourne,AU,3,17,00,22,30
Hwaro Korean Barbecue,Melbourne,AU,4,17,00,00,00
Hwaro Korean Barbecue,Melbourne,AU,5,17,00,00,00
Hwaro Korean Barbecue,Melbourne,AU,6,17,00,22,30
Hwaro,Las Vegas,US,0,11,30,03,00
Hwaro,Las Vegas,US,1,11,30,03,00
Hwaro,Las Vegas,US,2,11,30,03,00
Hwaro,Las Vegas,US,3,11,30,03,00
Hwaro,Las Vegas,US,4,11,30,03,00
Hwaro,Las Vegas,US,5,11,30,03,00
Hwaro,Las Vegas,US,6,11,30,03,00
Hyde Bar & Dining,Glasgow,GB,0,10,00,23,00
Hyde Bar & Dining,Glasgow,GB,1,10,00,23,00
Hyde Bar & Dining,Glasgow,GB,2,10,00,23,00
Hyde Bar & Dining,Glasgow,GB,3,10,00,23,00
Hyde Bar & Dining,Glasgow,GB,4,10,00,00,00
Hyde Bar & Dining,Glasgow,GB,5,10,00,00,00
Hyde Bar & Dining,Glasgow,GB,6,10,00,23,00
Hygrade Deli,Detroit,US,0,06,30,15,00
Hygrade Deli,Detroit,US,1,06,30,15,00
Hygrade Deli,Detroit,US,2,06,30,15,00
Hygrade Deli,Detroit,US,3,06,30,15,00
Hygrade Deli,Detroit,US,4,06,30,15,00
Hygrade Deli,Detroit,US,5,07,00,14,00
Hylin,Perth,AU,0,06,30,15,00
Hylin,Perth,AU,1,06,30,15,00
Hylin,Perth,AU,2,06,30,15,00
Hylin,Perth,AU,3,06,30,15,00
Hylin,Perth,AU,4,06,30,15,00
Hylin,Perth,AU,5,06,30,15,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,0,11,00,02,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,1,11,00,02,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,2,11,00,02,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,3,11,00,02,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,4,11,00,02,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,5,11,00,02,00
I Chi Ban Japanese Teppan-Yaki BBQ Restaurant,Sydney,AU,6,11,00,02,00
I See Food,Seattle,US,0,11,30,22,00
I See Food,Seattle,US,1,11,30,22,00
I See Food,Seattle,US,2,11,30,22,00
I See Food,Seattle,US,3,11,30,22,00
I See Food,Seattle,US,4,11,30,22,00
I See Food,Seattle,US,5,11,30,22,00
I See Food,Seattle,US,6,11,30,22,00
I-Thai Restaurant & Sushi Bar,Washington,US,0,11,30,22,30
I-Thai Restaurant & Sushi Bar,Washington,US,1,11,30,22,30
I-Thai Restaurant & Sushi Bar,Washington,US,2,11,30,22,30
I-Thai Restaurant & Sushi Bar,Washington,US,3,11,30,22,30
I-Thai Restaurant & Sushi Bar,Washington,US,4,11,30,23,00
I-Thai Restaurant & Sushi Bar,Washington,US,5,11,30,23,00
I-Thai Restaurant & Sushi Bar,Washington,US,6,11,30,22,30
I Thai,Sydney,AU,0,11,00,22,30
I Thai,Sydney,AU,1,11,00,22,30
I Thai,Sydney,AU,2,11,00,22,30
I Thai,Sydney,AU,3,11,00,22,30
I Thai,Sydney,AU,4,11,00,22,30
I Thai,Sydney,AU,5,11,00,22,30
I Thai,Sydney,AU,6,11,00,22,30
I'a Poke,San Francisco,US,0,11,30,20,00
I'a Poke,San Francisco,US,1,11,30,20,00
I'a Poke,San Francisco,US,2,11,30,20,00
I'a Poke,San Francisco,US,3,11,30,20,00
I'a Poke,San Francisco,US,4,11,30,21,00
I'a Poke,San Francisco,US,5,11,30,21,00
I'a Poke,San Francisco,US,6,11,30,19,00
Iberica,London,GB,0,11,30,23,00
Iberica,London,GB,1,11,30,23,00
Iberica,London,GB,2,11,30,23,00
Iberica,London,GB,3,11,30,23,00
Iberica,London,GB,4,11,30,23,00
Iberica,London,GB,5,11,30,23,00
Iberica,London,GB,6,12,00,22,30
Ibiza,Houston,US,1,11,00,22,00
Ibiza,Houston,US,2,11,00,22,00
Ibiza,Houston,US,3,11,00,22,00
Ibiza,Houston,US,4,11,00,23,00
Ibiza,Houston,US,5,17,00,23,00
Ibiza,Houston,US,6,17,00,21,00
ICCo,London,GB,0,07,00,23,00
ICCo,London,GB,1,07,00,23,00
ICCo,London,GB,2,07,00,23,00
ICCo,London,GB,3,07,00,23,00
ICCo,London,GB,4,07,00,00,00
ICCo,London,GB,5,08,00,00,00
ICCo,London,GB,6,08,00,23,00
Ichabod's,New York,US,0,17,00,22,00
Ichabod's,New York,US,1,17,00,23,00
Ichabod's,New York,US,2,17,00,23,00
Ichabod's,New York,US,3,17,00,23,00
Ichabod's,New York,US,4,17,00,23,00
Ichabod's,New York,US,5,11,00,15,30
Ichabod's,New York,US,5,17,30,23,00
Ichabod's,New York,US,6,11,00,15,30
Ichabod's,New York,US,6,17,30,22,00
Ichiban Fusion,Glasgow,GB,0,12,00,22,00
Ichiban Fusion,Glasgow,GB,1,12,00,22,00
Ichiban Fusion,Glasgow,GB,2,12,00,22,00
Ichiban Fusion,Glasgow,GB,3,12,00,22,00
Ichiban Fusion,Glasgow,GB,4,12,00,23,00
Ichiban Fusion,Glasgow,GB,5,12,00,23,00
Ichiban Fusion,Glasgow,GB,6,13,00,22,00
Ichiban,Glasgow,GB,0,12,00,22,00
Ichiban,Glasgow,GB,1,12,00,22,00
Ichiban,Glasgow,GB,2,12,00,22,00
Ichiban,Glasgow,GB,3,12,00,22,00
Ichiban,Glasgow,GB,4,12,00,23,00
Ichiban,Glasgow,GB,5,12,00,23,00
Ichiban,Glasgow,GB,6,13,00,23,00
Ichiban Yakitori,Brisbane,AU,0,10,30,16,30
Ichiban Yakitori,Brisbane,AU,1,10,30,16,30
Ichiban Yakitori,Brisbane,AU,2,10,30,16,30
Ichiban Yakitori,Brisbane,AU,3,10,30,16,30
Ichiban Yakitori,Brisbane,AU,4,10,30,16,30
Ichiban Yakitori Sushi,Boston,US,0,11,30,22,00
Ichiban Yakitori Sushi,Boston,US,1,11,30,22,00
Ichiban Yakitori Sushi,Boston,US,2,11,30,22,00
Ichiban Yakitori Sushi,Boston,US,3,11,30,22,00
Ichiban Yakitori Sushi,Boston,US,4,11,30,23,00
Ichiban Yakitori Sushi,Boston,US,5,11,30,23,00
Ichiban Yakitori Sushi,Boston,US,6,12,00,22,00
Ichido,San Francisco,US,4,19,00,21,30
Ichido,San Francisco,US,5,19,00,21,30
Ichiza,Las Vegas,US,0,17,00,02,30
Ichiza,Las Vegas,US,1,17,00,02,30
Ichiza,Las Vegas,US,2,17,00,02,30
Ichiza,Las Vegas,US,3,17,00,02,30
Ichiza,Las Vegas,US,4,17,00,02,30
Ichiza,Las Vegas,US,5,17,00,02,30
Ichiza,Las Vegas,US,6,17,00,02,30
Idelic,Kingston,AU,0,07,00,15,00
Idelic,Kingston,AU,1,07,00,15,00
Idelic,Kingston,AU,2,07,00,15,00
Idelic,Kingston,AU,3,07,00,15,00
Idelic,Kingston,AU,4,07,00,15,00
Idelic,Kingston,AU,5,07,00,15,00
Ignite Burgers & Bar,Denver,US,0,11,00,22,00
Ignite Burgers & Bar,Denver,US,1,11,00,22,00
Ignite Burgers & Bar,Denver,US,2,11,00,22,00
Ignite Burgers & Bar,Denver,US,3,11,00,22,00
Ignite Burgers & Bar,Denver,US,4,11,00,23,00
Ignite Burgers & Bar,Denver,US,5,10,00,23,00
Ignite Burgers & Bar,Denver,US,6,10,00,22,00
Iguanas Burritozilla,San Jose,US,0,10,00,22,00
Iguanas Burritozilla,San Jose,US,1,10,00,22,00
Iguanas Burritozilla,San Jose,US,2,10,00,22,00
Iguanas Burritozilla,San Jose,US,3,10,00,00,00
Iguanas Burritozilla,San Jose,US,4,10,00,00,00
Iguanas Burritozilla,San Jose,US,5,10,00,00,00
Iguanas Burritozilla,San Jose,US,6,10,00,21,00
Iguanas,San Jose,US,0,11,00,00,00
Iguanas,San Jose,US,1,11,00,00,00
Iguanas,San Jose,US,2,11,00,00,00
Iguanas,San Jose,US,3,11,00,03,00
Iguanas,San Jose,US,4,11,00,03,00
Iguanas,San Jose,US,5,11,00,03,00
Iguanas,San Jose,US,6,11,00,22,00
iI Tempo,Melbourne,AU,0,07,00,23,00
iI Tempo,Melbourne,AU,1,07,00,23,00
iI Tempo,Melbourne,AU,2,07,00,23,00
iI Tempo,Melbourne,AU,3,07,00,23,00
iI Tempo,Melbourne,AU,4,07,00,23,00
iI Tempo,Melbourne,AU,5,07,00,23,00
iI Tempo,Melbourne,AU,6,07,00,23,00
III Forks,Denver,US,0,16,00,22,00
III Forks,Denver,US,1,16,00,22,00
III Forks,Denver,US,2,16,00,22,00
III Forks,Denver,US,3,16,00,22,00
III Forks,Denver,US,4,16,00,23,00
III Forks,Denver,US,5,16,00,23,00
III Forks,Denver,US,6,16,00,21,00
iJava Coffee & Eatery,San Jose,US,0,06,30,19,00
iJava Coffee & Eatery,San Jose,US,1,06,30,19,00
iJava Coffee & Eatery,San Jose,US,2,06,30,19,00
iJava Coffee & Eatery,San Jose,US,3,06,30,19,00
iJava Coffee & Eatery,San Jose,US,4,06,30,19,00
iJava Coffee & Eatery,San Jose,US,5,08,00,18,00
iJava Coffee & Eatery,San Jose,US,6,08,00,18,00
Ike's Love and Sandwiches,San Jose,US,0,10,30,19,00
Ike's Love and Sandwiches,San Jose,US,1,10,30,19,00
Ike's Love and Sandwiches,San Jose,US,2,10,30,19,00
Ike's Love and Sandwiches,San Jose,US,3,10,30,19,00
Ike's Love and Sandwiches,San Jose,US,4,10,30,20,00
Ike's Love and Sandwiches,San Jose,US,5,10,30,20,00
Ike's Love and Sandwiches,San Jose,US,6,10,30,20,00
Ike's Love & Sandwiches,San Jose,US,0,10,30,19,00
Ike's Love & Sandwiches,San Jose,US,1,10,30,19,00
Ike's Love & Sandwiches,San Jose,US,2,10,30,19,00
Ike's Love & Sandwiches,San Jose,US,3,10,30,19,00
Ike's Love & Sandwiches,San Jose,US,4,10,30,20,00
Ike's Love & Sandwiches,San Jose,US,5,10,30,20,00
Ike's Love & Sandwiches,San Jose,US,6,10,30,19,00
Ike's Rack Shack,Melbourne,AU,0,16,00,22,30
Ike's Rack Shack,Melbourne,AU,1,16,00,22,30
Ike's Rack Shack,Melbourne,AU,2,16,00,22,30
Ike's Rack Shack,Melbourne,AU,3,16,00,22,30
Ike's Rack Shack,Melbourne,AU,4,13,00,22,30
Ike's Rack Shack,Melbourne,AU,5,13,00,22,30
Ike's Rack Shack,Melbourne,AU,6,13,00,22,30
Ikkoryu Fukuoka Ramen,Melbourne,AU,1,11,30,15,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,1,17,30,22,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,2,11,30,15,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,2,17,30,22,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,3,11,30,15,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,3,17,30,22,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,4,11,30,15,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,4,17,30,01,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,5,11,30,15,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,5,17,30,01,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,6,11,30,15,00
Ikkoryu Fukuoka Ramen,Melbourne,AU,6,17,30,22,00
Iku Wholefood,Sydney,AU,0,08,00,17,00
Iku Wholefood,Sydney,AU,1,08,00,17,00
Iku Wholefood,Sydney,AU,2,08,00,17,00
Iku Wholefood,Sydney,AU,3,08,00,17,00
Iku Wholefood,Sydney,AU,4,08,00,17,00
Il Bacaro,Melbourne,AU,0,12,00,15,00
Il Bacaro,Melbourne,AU,0,18,00,22,30
Il Bacaro,Melbourne,AU,1,12,00,15,00
Il Bacaro,Melbourne,AU,1,18,00,22,30
Il Bacaro,Melbourne,AU,2,12,00,15,00
Il Bacaro,Melbourne,AU,2,18,00,22,30
Il Bacaro,Melbourne,AU,3,12,00,15,00
Il Bacaro,Melbourne,AU,3,18,00,22,30
Il Bacaro,Melbourne,AU,4,12,00,15,00
Il Bacaro,Melbourne,AU,4,18,00,23,00
Il Bacaro,Melbourne,AU,5,12,00,15,00
Il Bacaro,Melbourne,AU,5,18,00,23,00
Il Bambino,New York,US,0,10,00,23,00
Il Bambino,New York,US,1,10,00,23,00
Il Bambino,New York,US,2,10,00,23,00
Il Bambino,New York,US,3,10,00,23,00
Il Bambino,New York,US,4,10,00,00,00
Il Bambino,New York,US,5,10,00,00,00
Il Bambino,New York,US,6,10,00,23,00
Il Blandford's,London,GB,1,07,30,23,00
Il Blandford's,London,GB,2,07,30,23,00
Il Blandford's,London,GB,3,07,30,23,00
Il Blandford's,London,GB,4,07,30,23,00
Il Blandford's,London,GB,5,09,00,23,00
Il Blandford's,London,GB,6,09,00,21,00
Il Bordello,London,GB,0,12,00,15,00
Il Bordello,London,GB,0,18,00,23,00
Il Bordello,London,GB,1,12,00,15,00
Il Bordello,London,GB,1,18,00,23,00
Il Bordello,London,GB,2,12,00,15,00
Il Bordello,London,GB,2,18,00,23,00
Il Bordello,London,GB,3,12,00,15,00
Il Bordello,London,GB,3,18,00,23,00
Il Bordello,London,GB,4,12,00,15,00
Il Bordello,London,GB,4,18,00,23,00
Il Bordello,London,GB,5,13,00,23,00
Il Bordello,London,GB,6,13,00,22,30
Il Corvo Pasta,Seattle,US,0,11,00,15,00
Il Corvo Pasta,Seattle,US,1,11,00,15,00
Il Corvo Pasta,Seattle,US,2,11,00,15,00
Il Corvo Pasta,Seattle,US,3,11,00,15,00
Il Corvo Pasta,Seattle,US,4,11,00,15,00
il Molo,Boston,US,0,16,15,23,30
il Molo,Boston,US,1,16,15,23,30
il Molo,Boston,US,2,16,15,23,30
il Molo,Boston,US,3,16,15,23,30
il Molo,Boston,US,4,16,15,23,30
il Molo,Boston,US,5,16,15,23,30
il Pom Italian,Melbourne,AU,0,11,00,23,30
il Pom Italian,Melbourne,AU,1,11,00,23,30
il Pom Italian,Melbourne,AU,2,11,00,23,30
il Pom Italian,Melbourne,AU,3,11,00,23,30
il Pom Italian,Melbourne,AU,4,11,00,23,30
il Pom Italian,Melbourne,AU,5,11,00,23,30
il Pom Italian,Melbourne,AU,6,11,00,23,30
Il Portico,London,GB,0,12,00,14,30
Il Portico,London,GB,0,18,00,23,00
Il Portico,London,GB,1,12,00,14,30
Il Portico,London,GB,1,18,00,23,00
Il Portico,London,GB,2,12,00,14,30
Il Portico,London,GB,2,18,00,23,00
Il Portico,London,GB,3,12,00,14,30
Il Portico,London,GB,3,18,00,23,00
Il Portico,London,GB,4,12,00,14,30
Il Portico,London,GB,4,18,00,23,00
Il Portico,London,GB,5,12,00,14,30
Il Portico,London,GB,5,18,00,23,00
Ilios Noche,Charlotte,US,0,11,00,22,00
Ilios Noche,Charlotte,US,1,11,00,22,00
Ilios Noche,Charlotte,US,2,11,00,22,00
Ilios Noche,Charlotte,US,3,11,00,23,00
Ilios Noche,Charlotte,US,4,11,00,00,00
Ilios Noche,Charlotte,US,5,11,00,00,00
Ilios Noche,Charlotte,US,6,10,00,21,00
Illegal Burger,Denver,US,0,11,00,21,00
Illegal Burger,Denver,US,1,11,00,21,00
Illegal Burger,Denver,US,2,11,00,21,00
Illegal Burger,Denver,US,3,11,00,21,00
Illegal Burger,Denver,US,4,11,00,21,00
Illegal Burger,Denver,US,5,11,00,21,00
Illegal Burger,Denver,US,6,11,00,20,00
Illegal Pete's,Denver,US,0,07,00,00,00
Illegal Pete's,Denver,US,1,07,00,00,00
Illegal Pete's,Denver,US,2,07,00,00,00
Illegal Pete's,Denver,US,3,07,00,02,30
Illegal Pete's,Denver,US,4,07,00,02,30
Illegal Pete's,Denver,US,5,09,00,02,30
Illegal Pete's,Denver,US,6,09,00,00,00
Illegal Pete's,Denver,US,0,07,00,00,00
Illegal Pete's,Denver,US,1,07,00,00,00
Illegal Pete's,Denver,US,2,07,00,00,00
Illegal Pete's,Denver,US,3,07,00,02,30
Illegal Pete's,Denver,US,4,07,00,02,30
Illegal Pete's,Denver,US,5,09,00,02,30
Illegal Pete's,Denver,US,6,09,00,00,00
I'm Angus Steak House,Sydney,AU,0,12,00,15,00
I'm Angus Steak House,Sydney,AU,0,18,00,22,30
I'm Angus Steak House,Sydney,AU,1,12,00,15,00
I'm Angus Steak House,Sydney,AU,1,18,00,22,30
I'm Angus Steak House,Sydney,AU,2,12,00,15,00
I'm Angus Steak House,Sydney,AU,2,18,00,22,30
I'm Angus Steak House,Sydney,AU,3,12,00,15,00
I'm Angus Steak House,Sydney,AU,3,18,00,22,30
I'm Angus Steak House,Sydney,AU,4,12,00,15,00
I'm Angus Steak House,Sydney,AU,4,18,00,22,30
I'm Angus Steak House,Sydney,AU,5,12,00,15,00
I'm Angus Steak House,Sydney,AU,5,18,00,00,00
Imm Thai,Washington,US,0,17,00,22,00
Imm Thai,Washington,US,1,11,30,22,00
Imm Thai,Washington,US,2,11,30,22,00
Imm Thai,Washington,US,3,11,30,22,00
Imm Thai,Washington,US,4,11,30,22,00
Imm Thai,Washington,US,5,11,30,22,00
Imm Thai,Washington,US,6,11,30,22,00
Imperioso,Canberra,AU,1,08,00,17,00
Imperioso,Canberra,AU,2,08,00,17,00
Imperioso,Canberra,AU,3,08,00,17,00
Imperioso,Canberra,AU,4,08,00,17,00
Imperioso,Canberra,AU,5,08,00,17,00
In A Rush,Melbourne,AU,0,06,30,17,00
In A Rush,Melbourne,AU,1,06,30,17,00
In A Rush,Melbourne,AU,2,06,30,17,00
In A Rush,Melbourne,AU,3,06,30,17,00
In A Rush,Melbourne,AU,4,06,30,17,00
In A Rush,Melbourne,AU,5,06,30,17,00
In A Rush,Melbourne,AU,6,06,30,17,00
In-N-Out Burger,San Jose,US,0,10,30,01,00
In-N-Out Burger,San Jose,US,1,10,30,01,00
In-N-Out Burger,San Jose,US,2,10,30,01,00
In-N-Out Burger,San Jose,US,3,10,30,01,00
In-N-Out Burger,San Jose,US,4,10,30,01,30
In-N-Out Burger,San Jose,US,5,10,30,01,30
In-N-Out Burger,San Jose,US,6,10,30,01,00
In-N-Out Burger,San Jose,US,0,10,30,01,00
In-N-Out Burger,San Jose,US,1,10,30,01,00
In-N-Out Burger,San Jose,US,2,10,30,01,00
In-N-Out Burger,San Jose,US,3,10,30,01,00
In-N-Out Burger,San Jose,US,4,10,30,01,30
In-N-Out Burger,San Jose,US,5,10,30,01,30
In-N-Out Burger,San Jose,US,6,10,30,01,00
In Parma by Food Roots,London,GB,0,11,30,15,00
In Parma by Food Roots,London,GB,0,18,00,23,30
In Parma by Food Roots,London,GB,1,11,30,15,00
